category,cleaned_review_body
Positive,opened fixed saver great interest rate really simple set app user friendly would recommend
Positive,easy deal conscious security issue
Positive,competitive interest rate saver easy set face voice recognition well option passcode not see else could offered protect fraud
Positive,simple easy follow process good rate end term money returned interest nominated account
Positive,account atom problem whatsoever
Negative,beware bank not confirmation payee scheme bank operate unable transfer fund account opened atom opened app device installed started live chat rhys part way conversation disappeared next time open app device asks new existing customer existing course asks want log code choice get would like register additional device course not want bank bank recognise app not ask ring minute phone line reply please
Positive,excellent service atom company chosen three consecutive year fixed term saving
Positive,easy download app open account went smoothly plus good interest rate
Positive,really easy set account query quick response question brilliant far
Positive,bank give best rate hassle use say app based trouble free happy
Positive,easy access bank give better interest rate good service
Positive,found bank efficient giving information saving timely manner
Positive,found process using depositing saving easy use
Positive,although atom app based bank found easy use problem encountered advisor readily available phone offer best saving rate moment highly recommended
Positive,opened new account pleasantly suprised easy move fund account impressed would heartily recommend atom
Positive,atom bank year row saving easy set give Positive return poor saving market professional efficient service standard great secure unsure investment
Positive,really simple set continuing reinvest also easy good rate interest not like
Positive,easy app negotiate able set fund previous account great communication problem well recommend
Positive,quick easy easy learn
Positive,atom bank provide easy use faultless saving platform deposit saving smartphone app need manage view saving account excellent communication team always available event want speak someone competitive rate come product service definitely recommend atom bank
Positive,easy convenient company deal good interest rate struggled log one day customer service really helpful got sorted time also fairly late weekend
Positive,opened atom account good place saving offering decent interest rate account easy set mobile easy access one occasion needed speak someone online chat quickly answered
Positive,far put money atom find banking system easy use bond due expire let know transferring another year simple wish bank helpful
Positive,setting saving account incredibly simple staff always helpful supportive phone question query could not recommend atom enough
Positive,secure app easy use rate provided competitive covered government guarantee Positive experience also choose date interest not easy elsewhere paragon example
Positive,fixed rate bond three year easy account open operate close opened another account
Positive,account easy set functionality simple app also easy efficient use
Positive,using atom bank year offered consistently competitive easy app recommended
Positive,saving atom since first started always good interest rate fixed term basic saver account
Negative,getting mortgage survey booked december not ahead due conflict paid upgrade survey type took two week tell nobody available type survey booked got cancelled friday february yes day another survey done wait not done due another conflict bank absolute jokei still waiting survey
Positive,app easy access use customer helpline quick long wait musac sorries excellent service
Positive,atom first class easy use rate considering financial anyone interested saving future
Positive,fast easy set account good security
Positive,atom banking quick easy interest rate fair higher bank monent
Positive,partner recommended bank app user friendly ideal
Negative,somehow atom not know sent wrong detail hmrc tax purpose resulted interest logically inflated pay tax money not phone call hmrc resulted contact atom bank responsible contacted received reply around week later inform mistake month later got tax demand not annoyingly hmrc changed tax code april claw wonder much time effort take rectify update contact atom bank helpful sent hmrc new interest hmrc contacting hmrc found missing letter atom changed tax code unfortunately added interest instead taking away taxed money never seen back square wonder much time effort take rectify month counting
Positive,app easy use product offered great keep good work
Positive,used month saver year never problem pleased result
Positive,atom kept money safe paid rate app work really well
Positive,recommended atom bank son easy register start saving good interest rate despite difficult time site easy navigate
Positive,good rate interest saving account chose atom not star find app quite basic limited not available open banking yet
Positive,simple straightforward fuss saving account protected fscs
Positive,really pleased easy open saving account opted account pay interest directly current account process seamless account opened allowed make deposit within hour impressed level security open access account definitely using atom open next saving account
Positive,atom app user friendly like fixed rate account rate rise get higher online bank service good
Positive,easy use also competitive saving rate
Positive,easy quick service supprisingly quick get mortgage offer
Positive,quick easy open account trying open account different bank opened atom account complicated gave app easy use quick
Positive,one easiest bank account open fuss smooth transaction one best interest rate
Positive,dead simple set not say much else issue
Positive,easy open higher intrest rate
Positive,every transaction made atom executesd perfectly
Positive,good interest rate app simple set transfer money account would recommend
Positive,brilliant app use late sixty easy use quick uncomplicated best current rate year saver highly recommended
Positive,already atom club easy open new account short term fixed saving rate also competitive ahead much crowd setting voice face recognition pain get right done easy app interface
Positive,account easy set atom website nicely laid simple use understand impressed service far
Positive,easy setup use great bank running time moved money back forth everything work supposed
Positive,nice straightforward set like fact open many fixed rate saver like little
Positive,simple procedure involved hassle opening account
Positive,straightforward apply instant saver account good security procedure
Positive,really easy set account step step instruction not wrong great rate aswell recommending family friend
Positive,easy set account website straight forward feel secure site
Neutral,disappointed not monthly interest paid main bank manually making transfer month every institution dealt facility not using wish made clear opening
Positive,atom year several account enjoy app easy navigate create account move money etc competitive rate
Positive,easy open happy completed short time would recommend
Positive,found atom straightforward deal simple rate also kept average encourage reinvestment maturity potentially offering isa investment would good possible good bank deal draper
Positive,straight forward nonsense saving product easy open impressed
Positive,easy set app also easy use
Positive,account easy quick open logging app face reliable quick easy transfer money connected account santander bonus interest rate increased account one not grumble aware account accept payment specific connected account another bank way deposit money
Positive,easy website navigate good security measure
Positive,simple read information competitive rate ease operation app
Positive,quick simple open account early day yet
Negative,absolutely awful service would not recommend touch company barge pole top offer terrible arrogant service assured rip loose money company completely fraudulent warned never deal atom bank plc
Positive,already year fixed saving acc setting managing acc easy straightforward excellent customer service excellent rate therefore continue use bank
Positive,simple set simple access simple invest
Positive,opened fixed rate account problem service great year interest rate good get keep good work
Positive,great simple use husband using would helpful able joint account
Positive,issue setting account easy follow step first couple deposit went instantly would recommend
Positive,not account long wanted say easy open online app good saving account not know like withdraw cash moment happy work
Positive,atom app really easy quick setup logging easy recognises payment barclaysbank account quickly good
Positive,easy open account customer service good
Positive,easy use facial recognition sometimes take attempt rather secure perhaps temperamental account detail clearly set maturity option well presented
Positive,simple easy rate would recommend anybody looking start easy access saving account
Positive,account opening process easy quick
Positive,security hard get worth
Positive,although early day far best app type come across ease use better clarity others lack incredibly quick efficient transfering fund security good compliment biometric capacity small downside although facial vocal recognition lack finger print access prefer finally appeal not taking seriously
Positive,great company good interest rate patient efficient round excellent daniel
Positive,used atom year always happy good easy understand offer competitive rate interest customer service albeit mostly online would recommend
Positive,good product great customer service not like kept date easy use software good job everyone keep
Positive,east open account also matured easy reinvest never problem company
Positive,atom bank one bank implemented increase interest rate saver following recent rate rise decided open new account everything app based relatively easy use smartphone
Positive,son recommended bank not really used much joined son used long time highly recommends
Positive,modern bank us good security logging app clean intuitive menu along great user experience heartily recommend anyone looking work forward looking bank
Positive,found app easy use open account bank
Positive,competitive interest rate simple easy open keep track withdraw fund end term
Positive,easy straight forward way save great rate well
Neutral,fixed rate saving account atom several year usually limit reason changing instant access account rate hopefully found account easy manage whole criticism could made easier print information email link appears certain page content vault not easy chosen
Positive,found atom bank incredibly easy use would recommend year bond well since opened two year bond slightly lower however superb element atom starting app must one easiest use navigate finance sector even forecast early day pandemic also allowed take money bond made redundant really classy touch impressed opened saving account
Positive,app great web chat great rate competitive good would star except move fund instant saver one year fix meant transfer fund back connected account rb pain transferring back tranche daily transfer limit faster payment also led lengthy repetitive call around fraud convince not money laundering manual cumbersome surely fairly easy fix digital bank allow move money two account name apart love atom great far
Positive,several account atom never problem team not able resolve quickly account setup easy staff spoken friendly helpful interest rate good compare well bank like fact app account accessible anywhere world thus eliminating lengthy costly phone call abroad
Positive,easy setup interest rate best around looking atom not appear search site glad went onto site comparison
Neutral,good bank generated get time atom
Positive,simple navigate reasonable rate today standard good choice password option
Negative,always totally happy atom today started one year fixed rate date fund closed day ago husband fix atom finish monday checked rate gone interest rate low long extremely annoyed rang atom old term condition clause quoted sometimes think need flexibility think twice investing fix finish touch humanity
Positive,good bank good rate excellent service back
Positive,fixed term investment matured given lot notice happening clear choice option maturity website easy use make simple make action choice big plus facial recognition work site unlike big name competitor criticism bank not recognise atom bank not know bank fraud procedure make investment not sure something atom resolve
Positive,easy open online use app easy use transfer money would recommend good interest rate conpetitivr
Negative,staff seems interested personal work life balance customer service
Positive,early day needed internet account easy use far
Positive,good app great customer service telephone line really rang hardly wait fixed issue quickly
Neutral,difficult contact also one person hang could not sort problem eventually got speak someone helpful not overly impressed
Positive,good interest rate considering easy use app
Negative,app tablet not tried sort phone not online account account year account expires month hopefully get money back atom
Negative,unprofessional service application review using old system not communicating properly different department recommend avoid bank
Positive,really easy use setup saving return better short term investment
Positive,intuitive quick easy use pretty good rate
Positive,straightforward open saving account far superior interest rate high street bank personally not even upload suppose depending circumstance credit history contribution basic detail verify identity series simple question voila voice face pin authentication also worked well not issue reviewer expressed far good
Positive,easy setup facial recognition little product shame one saving account
Positive,simple frill saving account pay best interest make sure phone security update date otherwise pleased say not let open account
Positive,easy set everything work perfect
Positive,easy set seem efficient saving rate better high street
Negative,truly terrible company awful communicating long unnecessary delay process anything thankfully first time buyer not house needed vacate else would homeless two month long took simple mortgage application processed absolutely shocking communication available would genuinely avoid like plague next mortgage lender maybe pound dearer really wish
Positive,great app use quick easy
Positive,reasonable already account last year simply transferring moan wanted interest put current account not straight forward not happen
Positive,stellar customer service great rate brilliant app love two account
Positive,bank say fantastic investment usually offer attractive interest rate fixed bond customer service team via live chat platform professional friendly knowledgeable would recommend bank
Positive,easy setup transfer money account app straight forward simple navigate
Positive,always found atom bank easy use
Positive,good service atom bank better average interest rate excellent customer service even something went wrong put right quickly easily account easy set app work well
Positive,easy set account decent interest rate considering option available elsewhere existing banker
Positive,easy open navigate account better interest usual bank
Positive,setting account incredibly simple using phone app needed document thought could get app perhaps desktop application whilst googled brought looked like desktop application asked login password not called actually spoke someone advised desktop app bear mind needed statement quite urgently set chatted knew document app basically painless banking would recommend
Positive,easy set transfer money account app easy navigate follow keep check account
Positive,atom bank app easy use feel secure kept well informed regarding account interest rate reasonably competitive
Negative,failed inform mortgage not complete sold house get email asking get touch convenience following week find charging daily interest paid settlement fee contacted subsequent day still not complete another day interest charged could not unhappy not use mortgage ever actually want redeem
Positive,great app favourable interest happy atom
Positive,excellent online saving experience used several time recent year great interest rate simple use
Positive,despite reservation everything line app nervous transfering thousand poiunds unknown entity everything easy efficient say though not gone atom martin lewis mse recomendation might not completed transaction especially bank kept asking sure knew money going put iunder pressure complete simple straight forward since made additional deposit
Positive,easy use app decent rate interest saving thoroughly recommended
Positive,think atom bank offer competitive rate fir saving compared bank dealing easy simple highly professional would recommend friend family
Positive,great interest rate easy open acount good customer service highly recommended
Positive,simple easy use easy application process simple funding security login feature also tick box competitive rate well would recommend
Positive,atom bank app easy use customer service team helpful
Positive,easy set use anybody get interest saving sweet
Positive,easy use keep date good information
Negative,not invest money bank zero customer service thing become difficult pretend customer care department never respond correspondance directly mean inadequate assistant via app chat service data analyist look potential impact business customer need plenty alternative much better user interface customer care range product suited customer requirement
Positive,used one atom fixed term product found experience smooth setup easy app really appreciated access everything app need use post web parallel one occasion needed contact support pleasant helpful resolved issue day
Positive,used atom bank year gain interest saving really straight forward use great app easy transfer introductory rate expired
Positive,always found atom reliable helpful bank deliver decent interest rate testing time
Positive,great communication fixed term many bank prefer not remind leave cash earning little interest atom reminds move get best rate use
Positive,found atom bank reliable easy manage
Positive,bank offer competitive interest rate saving account setting easy
Positive,saving atom easy customer service good app uncomplicated effective
Positive,happy whole process used help line chap spoke really helpful security system appears first class logging account
Positive,quick easy use highly recommended
Negative,unsure whether broker fault atom fault pretty sure latter hell crappy time progressing mortgage moment valuation officer incredibly unclear want third report gut feel seller pull soon due delay end ombudsman get conveyancing extra rent cost back see
Positive,could not easier use waffle navigate love
Positive,join bank yeast ago app well informed progress even new product pleased far
Positive,easy understand product
Positive,great service excellent website easy definitely recommended atom
Negative,trying open saving account day app not work recorded voice perfect message recording end got error message saying try repeated process several time without success contacting bank assistance said nothing could asked use another phone one given opened account another bank disappointing
Positive,easy open great rate thank
Positive,great alternative using traditional high street bank easy use great security feature highly recommended
Positive,used atom time found easy convenient use sometimes take little time find looking get end used chat line got answer quickly good efficient service quite good rate interest saving find facial recognition security bit difficult
Positive,process transferring saving matured account new one easy website self explanatory easy navigate follow message gave information reassurance needed excellent system
Positive,superb app great rate easy use perfect
Positive,customer year love using app manage account usually pay leading marking rate
Neutral,thing bit clunky app withdrawing money done find intuitive muddle attraction competitive interest rarely market bank tolerate benefit using money
Positive,various account atom last year always happy customer service transparency information competitive rate user friendliness app
Positive,easy open app make managing account simple
Positive,product good service
Positive,not best interest rate market easy set manage via app
Positive,reason chose atom bank good interest rate opening account easy agent spoke helpful
Positive,really good way saving convenient safe nice
Positive,easy open account pleased facial well voice recognition
Positive,happy professional service atom
Neutral,issue opening saving facility atom transferring money bank absolute nightmare neither tsb nor lloyd recognises sort code atom meaning payment atom halted base security check carried spent long phone week decided not pay open building society account instead atom need sort urgently
Positive,excellent interest rate simple set current bank account far good thank atom
Negative,facial voice recognition login failed multiple time questioned atom response ask finger covering microphone handset fail see would prevent facial recognition working also find question extremely patronising belittling attempt made diagnose fault account closed
Positive,banking atom bank year fantastic app easy navigate hassle free
Positive,app based easy access secure access option information always available account status company contact detail available needed
Positive,atom bank clear straightforward banking system refreshing easy access use good level security
Positive,easy set instant result first class service
Positive,reading martin lewis review atom bank fixed rate saver open two account found customer service good even txt manager gina helpful resolved small issue yes glad joined yes would recommend atom
Positive,easy use via app interest rate much better bigger bank helpline useful case issue
Positive,find app easy use saving interest rate competitive
Positive,good interest rate saving easy access via app
Positive,rate good compared bank app work well always someone help end phone yes like atom bank
Positive,excellent clear secure website solid banking app main praise customer service team extremely helpful underpin operation model internet banking use account saving adjunct main traditional banking basis experiencewould happy recommend atom financial service provides
Positive,atom frill great saving bank invested year easy open account manage call recently call answered immediately top class company
Positive,found opening fixed account via app easy also contact customer service get help changing interest preference showed via app easy
Positive,opened new year saver within minute able transfer money account start earning interest provider much slower send document nice app manage everything competitive interest rate happy customer far good
Positive,easy use app clear understand
Positive,easy open account decent interest rate great app
Positive,experience atom Positive account easy set competitive rate app good would recommend atom anyone looking good home finance
Positive,found really easy open account give really good rate better high bank
Positive,good app good rate good due business
Positive,easy use fuss good rate
Positive,far good innovative simple nonsense professionalism not like
Positive,competitive saving rate easy administer
Positive,several atom fixed rate saving account always give competative rate adfition app great reliable easy use seems secure really good service
Positive,excellent easy use service online chat sorted one difficulty
Positive,using atom number year fixed instant saving tied current account app bank easy use easy open saving account timely notification app constantly dated work pretty well interest rate seem follow market occasion best buy move quickly assume control volume fund moving bank helpline available need
Positive,good rate nice range product really simple easy use app
Positive,nice know able get little return money
Positive,easy online access well explained
Positive,renewing atom second year stress free year good rate easy use app answer phone fairly quickly not left queuing half hour would recommend
Positive,three year fixed rate open navigate far
Positive,easy hassle saving bank online banking someone end phone need
Positive,easy use app good option talk everything simply make banking easy highly recommended saving given five star loyalty rate slightly higher
Positive,easy use friendly helpful staff
Positive,time invested since pleased service rate competitive others slight fault think quite easily resolved telephone telephone assistant professional great small point abroad not appreciate different telephone number required assistance might good idea include section
Positive,opening account atom via app simple quick always competitive interest rate advised well advance account money another bank atom also simple
Positive,fixed saver atom year found excellent interest rate competitive communication good like app clear well laid clear instruction withdraw money
Positive,great phone app feel really secure easy operate reasonable rate atom really good communication consumer friendly efficient banking experience
Positive,great banking system saving good security app good percentage fixed term compared normal bank account time new account good rate instead withdrawing linked bank drawback informed maturing account coming near future not told rate available day maturity
Positive,really pleased service received whilst fixed bond atom not fault app either good communication good interest rate especially like receive interest monthly
Positive,decent climate rate quick easy transfer new account
Positive,found app really easy use seamless transfer money saving account
Positive,atom bank easy set account good rate interest
Positive,easy use online online service renewal process smooth product competitive
Positive,easy use app competitive interest rate
Positive,using atom year really happy service easy open account deposit fund app really clear always know notified near end fixed rate term etc recommended
Positive,easy open operate good security check identification
Positive,set fixed term fixed interest saving account atom bank found whole process simple reassuring chose atom attractive interest rate excellent customer service review phoning twice question might able find answer website getting quickly getting excellent answer occasion always friendly professional reassuring procedure app could not clearer reassuring simplicity clarity even seem anticipate potential concern offering appropriate unsolicited reassurance timely moment prompt notification new account credited high street bank account literally arriving form almost moment debited bank confirmed transaction end since notification account detail atom bank app timely clear accurate leaving absolutely room doubt concern stage
Positive,opened saving account fill paperwork opened online account send passport simple straightforward comparison
Positive,would issue maturity depositing twice much requested new saver though resolved phone call day later advised would payed wrong interest amount return would expected call day issue occurred explain problem rather contact find going
Positive,app easy interest rate clear also chose atom ban one best interest rate within minute account opened money transferred would highly recommend atom
Positive,easy use app good interest return
Positive,opening account mobile phone simple checking account detail including date account matures interest rate currently compatible overall happy enough bank
Positive,good competitive interest rate reliable service would recommend atom bank however accessed via ipad smart phone apps access not available
Positive,atom bank easy use wether adding fund removing also found moving money one account opening another within atom range simple operation
Positive,easy set account speedy update deposit kept informed way along journey would recommend family friend great experience
Positive,competative easy use would recommend
Positive,straightforward method saving took minute grasp concept not difficult soon understood interest rate locked year rate fell fell accessing account easy communication
Positive,easy set account process simple straightforward using app rate competitive probably frill bank maximising use technology
Positive,always found atom bank easy use normally good interest rate make attractive option current market place
Positive,good bank save everything clear precise easy use well worth saving
Positive,atom bank easy use friendly helpful not like
Negative,gave star time asked
Positive,good rate really liked english firm phone number email address contacting setting app secure
Positive,atom bank convenient simple use bonus often best interest rate always first want save
Positive,used atom bank year always easy use always easy communicate great service
Positive,simple quick hassle free way open competitive saving account
Positive,used atom bank last year easy use app set account rate also good moment time bank slightly higher not ease atom bank setting account going withdraw fund account go straight back account couple hour
Positive,good rate offered online banking really secure
Positive,user friendly fast simple joining procedure open account make deposit could not easier clear concise excellent notification procedure miss opportunity maximise
Positive,good rate app easy use communication good informed option end fixed saver
Positive,extremely easy set also check balance would definitely recommend easier account ever
Positive,app simple use interest rate generally competitive good home money
Positive,awhile since last used atom getting acceptable face match security say least lengthy apart straight forward
Positive,ease opening account clear guideline one best rate currently
Positive,account atom wife one app user friendly without doubt best simple convenient
Positive,quick easy join simple use
Positive,recently signed fixed term saving account atom process could not straightforward simple interest rate market leading app based not everyone found easy use intuitive
Positive,opened saving account well fixed term saving account atom far good issue date happy service hope continues
Positive,easy efficient good interest rate
Positive,chose atom bank offered rate worthwhile good backup service easy navigate
Positive,easy open fixed rate account hassle thing missed rate reduced day still better bank
Positive,easy open account good site access follow helpful staff phone
Positive,great rate service easy app use well well recommended
Positive,excellent provider offering great rate easy use app
Positive,modern banking brilliant straightforward app highly competitive rate money transfer account almost immediately complaint whatsoever
Positive,opened bond found easy process transferred bank not recognise account atom warned money appeared day made transaction different day window closed look good app easy navigate looking forward first interest arrive Negative long may continue
Positive,simple easy use app clear instruction clear update
Positive,find easy invest keep eye saving great app
Positive,excellent interest service easy open investment using atom android app
Positive,easy download app open account transferred fund see balance using app could not simpler excellent interest rate
Positive,best fixed saving rate could find easy use site highly recommended
Positive,excellent service easy line account good access reliable
Positive,problem sussed format problem
Neutral,often reinstall appunable generate tax statement app clunky time trying hard make funky
Positive,pensioner unlike thing online found atom bank really easy deal
Positive,invested money atom bank year offered competitive interest rate time easy operate app mobile phone could not easier would recommend anyone invest atom bank trouble free investment
Positive,easy operate app good rate interest even call something helpful polite dealt transfer immediate different way login also good forget highly recommend atom
Positive,fantastic bank easy set account friendly staff help enquiry
Positive,account atom year opening easy investing maturity even easier app work well not lot say
Positive,user friendly app deposit appeared immediately transferred easy download even
Positive,vary efficient professional bank app easy use
Positive,easy open accounteasy download appseasy transfer money made mistake customer service helpful sorted problem promptly made husband open second accountthanksnatalie carter
Positive,found setting account atom app easy not use apps generally bit nervous found easy straight forward phoned customer service twice occasion helpful knowledgeable definitely new way banking feel happy confident
Positive,ease use good rate
Positive,found atom bank good keeping informed happening account update maturity option rate generally competitive also like face logging
Positive,extremely easy use great service
Positive,atom always thereabouts company offering best straightforward interest rate without messing bank never heard pity not offer joint account yet
Positive,opened two saving account one two year fixed interest app set easy bit time consuming set first time worth system face recognition interest rate class leading
Positive,atom year always decent interest rate problem sorted right away excellent customer support bank date happy atom good app use also
Positive,problem opening account far problem app seems work well wish could joint account wife open separate account
Positive,setting app straightforward app simple neat easy use
Positive,one easier saving apps use interest rate better chat knowledgeable
Positive,easy use app clear instruction reliable helpful number fixed rate account competitive regard interest rate money paid promptly accurately
Positive,opened third fixed saver atom offer best safe saving rate easy open not fill detail reinvest add another account love app fact tell open account interest expect end fixed rate highly recommend atom
Positive,great service fast response question
Positive,easy set fixed saving account via mobile app three level security found easy transfer money also best interest rate around
Positive,excellent great security option good not understand need help help line extremely helpful
Positive,account easy open good secure site different way able access account downside unable transfer amount wanted chap accept faster payment not know limited amount could put account within day bank would transfer certain amount per day maybe different paying option would good
Positive,account easy quick open one occasion needed contact customer service reply prompt clear recommend atom
Positive,simple straightforward way opening hopefully managing saving
Positive,easy set fixed saving account good interest rate app clear well designed interest due paid next year hopefully issue time experience excellent far
Positive,great service good app competitive rate secure easy transaction
Positive,great expereince really happy service rate
Positive,highly recommend great interest rate current time easy top opne week deposit fund projection interest earnt app ver neat customer service really quick helpful
Positive,interesred year fixed bond query emiled customer service got quick response within hr downloaded app opened account set security verified identity took min top easy within min downloading app transferring fund new account simple
Positive,easy transaction good security great round app
Positive,easy set concern given day submit fund account
Positive,rate good best found downloaded app easy followed instruction opened account without problem
Positive,clear instruction regarding setting account reassuring plenty security accessing account also easy transfer money account
Positive,excellent service good communication
Positive,straightforward open account great interest rate user friendly app
Positive,good interest rate easy use website quick response account opening
Positive,found atom via martin lewis money expert website pleased banking time never via phone app easy process beginning end set account view account security conscious well set various way access account competitive interest rate would definitely recommend
Positive,pleased easy process opening fixed rate saver atom bank good interest rate compared bank would highly recommend
Positive,easy set transfer money great online app one day saving simple
Positive,although never heard atom reading decided invest easy efficient website user friendly compared many others rate good keep updated compared others far good happy recommend
Positive,good easy work would use recommend anyone
Positive,easy open account access need app far good
Positive,excellent service easy use app instant transfer fund making withdrawal
Positive,ratebut atom not give worry
Positive,really pleased signing procedure found quite easy even though not great apps like send money instalment nationwide would not let bacs get muddle however atom never queried went probs make one phone call atom got straight away spoke lovely girl put right queri without fuss bother far pleased atom bank
Positive,process straightforward option clearly explained easy follow first time using app based system not put
Positive,smooth transaction nice app plus great rate
Positive,easy saving account done le minute via app easy back check balance
Positive,easy app use everything well explained
Positive,efficient app talk real person necessary regularly best available interest rate
Positive,opened new fixed account recently easy download app get started one query funding said account fault telephoned help number helpful employee able help fuss
Positive,difficulty setting got end steve pugh
Positive,decided put saving atom good review offered one best interest rate turbulent time open account easy one queried live chat answered hesitation recommending atom
Positive,joined efficient informative far good
Positive,already atom account chose open another interest rate one year saver good whole experience simple easy would definitely recommend atom online account
Positive,problem account wish would inform changing rate get best rate day later changed lower rate
Positive,simple use app application process quick easy account opened minute communication clear simple highly recommend
Negative,well designed app attractive interest rate account opened annoyed find atom resigned chap leaving faster payment fund account
Positive,used atom past recently opened another two account easy get touch not bombard load jargon email simple use app would definitely recommend
Positive,load app fill detail find product interstate fund easy
Positive,account really easy open especially like forecast calculator much would make term issue trying transfer money bank would not recognise atom account although valid account rang atom bank helpful end bank lot hoop get transfer money end gone atom bank not accept chapps payment made difficult happy outcome
Positive,excellent fixed rate great app
Positive,great service problem whatsoever would recommend anyone many thanks
Positive,easy open say tin speedy update add fund account app easy use
Positive,brilliant interest rate considering way world app easy use look really secure
Positive,really easy set account app thereafter everything completed channel fixed rate standing well many bigger name market
Positive,far good excellent service easy opening account patient staff answer enquiry phone money transfer second literally one thing improve bank not verify atom bank detail kept blocking transfer initially hope sorted near future however transfer bank finally recognise atom genuine not scam problem transferring atom anymore happy atom thank
Positive,said simple open account right
Positive,easy open account navigate app good communication great rate offered
Positive,easy open hassle
Positive,simple user friendly website reservation first apprehensive using creating personal signing detail easy not know bank not use facility face voice recognition feel safe use long number etc generally use signing bank account get regular update account email thank atom
Positive,everything perfect see future service level carry
Positive,easy use access available device
Positive,somewhat wary opening bank account app scam around present need not bank came recommended martin lewis clicked open app site procees simple secure choice voice face digit recognition fund transferred within one week initial deposit transferred ensure payment received transferring balance investment saving rate offer second none not recommend bank highly well done
Positive,easy use app relatively good interest rate happy thanks
Positive,great app easy use complaint friendly app
Positive,fuss straightforward way earn top rate interest saving
Positive,saving atom quite time app secure easy use interest rate usually better average
Positive,discovered simplicity banking atom using mobile app would recommend anyone looking home saving explore great rate easy access instant saver short longer term fixed rate account something everybody easy wish possible move money account within app instead transfer back
Positive,straightforward open account via app
Positive,different account atom system quite user friendly informative would star wife tried set instant access account recently could not get past facial recognition stage finally gave
Positive,opening account easy straightforward saving account went fit requirement well offer best rate interest could find
Positive,atom bank offer competitive interest rate android app worked satisfactorily four half year used
Positive,quick easy account open access
Positive,looking invest term deposit previous one matured current bank offering interest decided shop around better deal found atom bank offering much better open account app relatively easy two year fixed term happy time low interest rate
Positive,easy application process not compromise security app work seamlessly easy navigate would definitely recommend looking bank offering one best rate interest fixed saver account moment
Positive,incredibly easy open account transfer fund fixed rate saving
Positive,easy set account good responsive secure service glad chose atom bank save best interest rate could find year fixed deal
Neutral,quite difficult open new account quite tech savvy took hour get account open opened money transfer quick notification immediate
Positive,suspicious atom first investment problem every confidence use problem jake
Positive,opened fixed rate bond offered best interest rate market access atom bank require download app proved easy whole application process everything straightforward would highly recommend atom
Positive,searching decent fixed rate saving account decided atom happy decision decent interest rate simple set seen easy use definitely making deposit atom bank
Positive,easy operate top interest rate
Positive,would definitely recommend atom bank setting saving account easy customer service helpful future banking
Positive,atom bank currently offer best interest rate saving easy deal installed app went smoothly give week transfer fund mean stage need best part fund show soon transferred
Positive,used atom online saving past couple year mostly interest rate competitive app work well communication excellent would recommend
Positive,excellent service via app easy use computor glitch apologised paid small sum compensate not suffer monetary loss moment panic also recommended child
Positive,not really know atom saw rate advertised bit research liked read obviously top paying fixed rate swung simple apply love app new experience
Positive,thing impressed atom bank telephone response not used tablet banking little wary move forward phoned walked process brilliantly took second answer phone tablet hand got fear scam research checked sort code transfer money registered atom bank looked reputable money review recomended atom bank brilliant
Positive,simple setup account hardest part getting lighting right facial way soon deposit money app show much interest payment every month
Positive,atom bank easy use good review confident money safe
Positive,atom bank easy use straightforward always date offer best near best saving rate
Positive,easy set quick ace needed
Positive,used atom bank previously saving account several year come back year process setting easy clear information good security seems thorough take couple try sometimes get photo work not get easily hopefully one else method always available
Positive,easy open quick like take picture verification voice difficult steal able transfer money easily showed immediately
