Name,Rating,Review Title,Review Text
Rachel,5,User friendly and great rates!,So easy to set up new accounts in this app and they’re often providing market leading interest rates! Have been a customer for years and will continue to be for many more.
Gillian Tweddle,5,"Trustworthy, convenient banking","I have used Atom bank in the past for Fixed term and Instant access banking and investing. I find it a seamless and honest platform. A convenient way of banking, I cannot praise them enough!Keep up those competitive rates!"
Customer,5,Very easy to deal with,Very easy to deal with. Been with Atom 3years.
Skieslightup,5,Really easy to open an account,
Tk,5,Great interest rates,Great interest rates. Nice app and design.
Richard,5,App based savings accounts,I have been looking around for a bank to open an instant saver account and a fixed rate account and I enquired on the Martin Lewis website on the best savings accounts online or via App.Atom was recommended for ease of use and for the best interest rates for my savings.I reviewed the details on Atoms website then downloaded the app and started my application.It was so easy to set everything up.  I even contacted their online help chat and received an instant reply to my query.It has only been a few days now but I am totally impressed with the service.  Any transferred funds show up instantly which is brilliant to keep a track of things.Very impressed and I would definitely recommend Atom for savings.Thank you
david McCallum,5,Quick and easy to use,Quick and easy to use. Competitive interest rates.Good experience so far.
David,5,Excellent app,"Excellent app, very easy to set up."
Julie McL,5,Atom Bank is easy to access with it's unique system,Atom Bank is easy to access and has a unique way to recognise it's customers when logging in.  This should limit fraudsters.It provides a good rate of interest compared to other providers.
Angela O,5,Excellent service,I have been using Atom Bank for a number of years and find it to be very user friendly. The app is easy to navigate and they send timely reminders to advise when an account is about to mature. Interest rates also very competitive.
AS,4,Easy to set up account,"Easy to set up account, easy to transfer funds."
David Smith,5,My wife and I,"My wife and I, have used Atom Bank for over three years now. We have never had any problems what so ever, as the support team is fantastic. A member of the team will not only sort the problem out, but will stay on the line until you have gone through the problem with them. So your not left scratching your head after you've hung up."
Teresa Chapman,5,This bank does what they say,"This bank does what they say, and in my experience offers very good rates for savings."
Kevin,5,Easy,Quick easy set up good rates.
Miss Dawn Brookfield,5,Absolutely excellent,Absolutely excellent. A complete dream to set up my new savings account & a great rate of interest. Also v impressed with the credentials of the business brains behind Atom!
Mr wagstaff,4,Good interest rates but at times poor…,Good interest rates but at times poor technology leaves one feeling frustrated. Customer service is not always sympathetic to one's frustrations.
Keith K,5,Used them for about 3 years now,Used them for about 3 years now. No fuss and very simple App.
Sundeep,5,Very easy and fast to open an account,Very easy and fast to open an account. With one the best instant access interest rate it allowed me to open the acount and pay my savings into it all on the same day. Great.
Christopher Nash,5,5* so far,"5* so far. The app is well conceived, clearly laid out and leads you well from one screen to another. The procedures for opening an account are impressively straightforward and bug free. The interest rate on an instant access account is, at the time of writing, very competitive. So, at this early stage, first class. Time will tell if experience over time is as positive,"
James,5,Atom… easy to set up.,Atom… easy to set up.. very straight forward and easy to use…. Also like the look of it. Only been a week but so far very happy.
David Udberg,5,Easy setup and decent interest rate,
FT,4,Easy and quick service,Easy and quick to set up and use new term savings accounts with a good rate of interest compared to easy access accounts.
Dick Batt,5,Best interest rates currently…,Best interest rates currently available. Easy to set up account and easy to access app. Really quick customer service channel - with a real human being on the end of it! Can't fault anything!
Amanda,5,Atom - the intelligent choice for Savings…,"What I love about Atom is that I can save when I want via the app, and it is really easy to use. The savings rate has consistently been above any high street bank or building society and even on occasion gone up - which none of my other accounts ever announce as standard without me (the customer) having to reapply or add a bonus. So well done Atom, I will be staying with you."
Anna Freeman,5,Really easy to open and it's great…,Really easy to open and it's great having the management of my account at my fingertips through the app. Also the best rate of interest available on an easy access account. What's not to like!
Miss Reeves,5,Great App,"The app is great. Instant notification of money in and money out. No waiting around a few hours to see if your money has gone in, unlike some other accounts. Also this account has unlimited withdrawals and deposits and currently has a good rate of interest"
David Hatch,5,An easy to open Savings Account,
Ann Russell,5,I have been saving with atom for some…,"I have been saving with atom for some time, any cash i have to invest goes into an atom account- you always keep me informed  about my savings - I’m very happy with the investments i have"
Phill,5,Easy to open an account,Easy to open an account. Checked interest first direct were paying me...was very low compared to atom. Recommended by Martin Lewis...so I opened an account and moved saving in less than 15 minutes.
Michael Cosway,3,Registering with Atom,Registering with Atom was straightforward and did not take long. However when trying to transfer money from a NatWest a/c it failed. Apparently that bank does not recognise Atom sort code. I was told by Phil to follow it up with NatWest! I do think that Atom should be sorting this out with the  bank.
David,4,Easy to open an account,
Craigm.J,5,"Great service, great products","Great service, great products. Great bank. You want a bank that looks after your savings and offers competitive rates? Look no further. I’ve been investing with Atom bank for years and I’ve never experienced a problem. Trouble-free savings with very good rates. All done via an App. Straightforward and simple. One of the best. Should you consider Atom Bank, should you shortlist it, or should you just go right ahead and join it? Well, I reckon you should just go right ahead and join it."
Duncan,5,Easy to operate saver account,"Currently, Atom offers one of the best easy access rates. It is easy to operate as an app only account. It only took about 8 minutes to open which included all necessary security. Overall, I am very pleased with this saver account."
Diane Morteo,3,Only just set this account up,"Only just set this account up, but I'm pleased with efficiency and ease with of doing so."
Snow White,5,Fantastically easy bank to use and…,Fantastically easy bank to use and better savings rates than most - i would recommend Atom without reservation!
Jake,5,Easy,"Easy, Quick and simple!"
RICHARDSON,5,This is my second year of investment I…,This is my second year of investment I was very apprehensive initially as people I had spoken to had not heard of Atom. Yo get exactly what it says. I have n hesitation in recommending Atom whatsoever.. An honest firm to keep your money safe under the present climate!
RICHARD,5,Easy to open accounts on their app.,
G Nelson,5,Simple to open a new account with a…,Simple to open a new account with a good interest rate. As it is app based it is easy to see balance and easy to transfer in/out money.
Ron Rawlinson,4,Great app,"Great app, only problem was when setting up an account it took lots of attempts before it approved the photo for facial recognition."
Judith,5,A great app. Easy and quick to use.,A really quick process to open and put money in. The app works very well and the face and voice are great. My money was showing in just five minutes. The rate of 0.9% for instant access is good.Yet to make a withdrawal but hoping it is just as quick!
Michael Dougall,5,Very simple and quick to create…,Very simple and quick to create accounts. Pays top interest rates on both instant access and fixed rate savings accounts. App.is easy to use. Only downside is that Atom is not currently part of the Bank Account Validation system so can be a bit scary when making large transfers into an Atom bank account and need to check details very carefully before submitting.
Margaret Langkey,5,So easy to use and competitive rates…,So easy to use and competitive rates for basic savings accounts. There is a selection of accounts depending how long you want to put it away.  I have done easy access and a 6 month bond as everything is changing so quickly
Sunny Singh,5,Great app,"So far so good, took about 10 minutes to open my account up via the app, have transferred money across and withdrawn money to ensure it works and it does. The app notifies you when money is transferred in. Currently gives a good rate for savings but in reality the environment means very poor interest rates are being given by banks overall so inflation is killing my savings.I have recommended Atom to some family members already and shown them how easy the app is to use."
P kerr,5,A superb company!,A superb company!! Decided to open an AtomSavings account after both Daily Mail and Martin Lewis show highlighted great savings rates. Delighted with how simple it was to set up .. excellent customer service experience 5*
bauhaus97,5,Very easy to set up an account and the…,"Very easy to set up an account and the app is great, best of all is the interest rate one of the best on the market."
Archer,4,Fine,"Fine, no problems so far."
James Robert Holdsworth,4,Great experience.,"I had to contact customer services to re open my account. All good,no long phone waiting times. 👍. Atom app much improved since I last had a account. Seamless transactions another plus."
Mr John O Toole,5,Atom app is great,"Atom app is great, easy to navigate and use, with good security. Any transfers show up almost immediately (which is always reassuring).This is my third Atom account and I would highly recommend this bank especially with their market leading interests rates on easy access accounts."
Tina Meller,5,Really straight forward and easy to…,Really straight forward and easy to open an account
Phillip,4,We have saved with Atom for years,We have saved with Atom for years since they offer competitive rates and setting up accounts is straight forward. Rated 4 stars because ISAs are not offered.
Keith Lawson,5,Read about Atom Bank in the Sunday…,Read about Atom Bank in the Sunday Times and in view of 0.09% savings interest rate decided to open an account. Very easy process. Sent £10 as a trial run. Money arrived in Atom account within 5 minutes. So then sent a more substantial amount which again arrived within 5 minutes. So far so good.
Mrs Jones,5,Secure and easy to use,
Alan R,5,Easiest bank account opening I've ever…,Easiest bank account opening I've ever done and good app so far.
Ian Watson,5,As always easy to set up with excellent…,As always easy to set up with excellent service.
SB,1,Atom account declined,"I applied for a Atom account, went through security checks no problem and the account was set up. My wife then did the same thing but was declined. I contacted customer services and was told that because she had a 'thin file' she was declined and that may be due to not having a mobile phone account or credit card in her name, which is because she is a named person on my accounts. So it seems that if you have no credit problems whatsoever and pay your bills on time, then you will not be able to open an account with Atom"
Drew,5,Very pleased,Was a bit iffy at first about using an app only bank but the app is really good and fast with deposits and withdrawals. A text confirmation of activity would be good if if was added. Really hope they keep competitive with the rates.
David East Midlands,5,I did not think I would ever use a…,"I did not think I would ever use a banking app on my mobile phone, but having seen interest rates slowly creeping up I happen to see Atom Bank featured on Money Saving Expert and thought I would give it a try. A bit of a delay getting the account & nominated bank account sorted (mainly due to applying for the account at the start of the weekend, and the bank account being a joint one). After waiting a couple of days is was all authorised and I transfered some money into my New Account. It is now over 4 weeks and I have not yet tried to withdraw any (so don't know how easy that will be). But overall I am please with being able to view my account easily on my mobile!"
JDP,1,No facility for joint accounts.,"I have been informed that there is no way my wife can have access to funds I deposit with Atom Bank, by way of having the account in joint names. Not having the facility for joint accounts is a serious omission and needs to be addressed ASAP."
Peter,5,Fantastic customer service,"Fantastic customer service and so quick to update their interest rates, must be one of the first I recommend this bank."
Mrs Maureen R hodkin,5,Great fixed account & Easy to open,"So happy I managed to be able to set up a 2yr fixed term savings with Atom Bank, This account was very easy to set up & with great security features, also giving a great return of my investment."
ANTHONY O HANLON,4,"Great rate, great app, great decision","Switched from Starling who were giving me a paltry 0.05% interest to Atom where I get 0.9%. Great app, although lost a Star due to having to add a pin to my mobile which is a pain when the app is secure enough."
Jonny,5,Incredibly fast,"Very user friendly app and incredibly fast.  It makes me smile every time I make a transfer.  Just shows you how useless (out of date) most other banks' systems are.  Faster payments CAN be done in seconds.In addition, full marks to Atom Bank for being the first to increase their savings rates following the recent Bank of England interest rate increase.  They currently have the highest rate of 0.90% for easy access accounts."
Maj,5,New account,"Easy opening a new account using the app. I am a pensioner and not brilliant with the internet, but I found it really easy."
Terry Wheeler,5,Most helpful staff.,
DAVID L,5,Absolute doddle!,Glad I didn't heed some negative comments in reviews on the functioning of the app. Setting it up and using it has in fact been an absolute doddle. Add to that a very competitive interest rate and I am delighted I joined!
Ricky Dobbs,1,"I had a remortgage quote of £93,000 i…","I had a remortgage quote of £93,000 i wanted £108'00After 4 months of trying to remortgage, countless documents and evidence sent to them them asking for further proof. With 2 weeks left till my current mortgage ends they have give me the exact same quote as 4 months before.Waste of my time, no valid reason, affordability is not an issue for what I am asking and me and my partners salaries. Thank you for wasting my time, and thank you for putting my rental property on hold for a further 2 years due to rushing to get a new mortgage i DO NOT recommend"
Mrs Marjorie Forsyth,5,Best banking App!,Best banking App!  Cannot fault Atom at all. Fixed saver. Great interest rate. Moved to an instant saver with easeEasy to contact and pleasant to deal with
Carol Jones,5,Always found Atom excellent with the…,Always found Atom excellent with the best rates for savers
Carol,5,Excellent customer service,"Excellent customer service, speedy service and easy to navigate. I am happy to recommend Atom."
Brenda Briers,5,Excellent website,"Looking to reinvest my money at Atom, I accessed their website and quickly found an excellent interest rate, and in no time at all I completed the deal. All quick and painless."
Mr Alan Burton,5,Well thought out account opening procedure and very competitive rates,"I have opened a number of fixed saver accounts and an easy access account over the last 12 months. Rates are very competitive but simplicity of the account opening procedure and clarity of account information is a major driver for me. As a retired Bank Manager I found the account opening procedure simple and straightforward through the Atom app. Easy to transfer funds, see that they have arrived safely and a small initial payment transfer is permitted. (Don’t we all do this?)Account information on app is crystal clear. Liked the option of password, voice recognition or face recognition. Just reinvested on expiry of a fixed savings account and, once again, the choices are clear and the procedure straightforward. Have recently helped a retired friend open a fixed savings account as well."
MRS GEORGINA JUFFS,5,Very easy to set up just remember when…,Very easy to set up just remember when doing voice recording you need to say the words displayed.
MR T EDE,5,Transfer,My savings were put into a holding account and with your on-line help I transferred it into an investment acccoint. Your representative talked me through the whole transaction. I was very grateful for the help. Well done!
Thomas Juffs,5,Atom account App,Easy setup of accounts simple process and secure app access. The transfer of funds and      level interest rates are particularly impressive
Mr David Williams.,5,This is the first time I have used the…,This is the first time I have used the bank and the simple setup process that it took to open an account was great .☺️
William,5,Whats not to like about Atom,"Whats not to like about Atom ? A good product and very easy to set up, not a lot more to say really, app seems easy to use and understand and the whole application process took minutes"
Beverley Thomas,4,Very easy to setup after downloading…,Very easy to setup after downloading app. Will be easy to see savings grow however little at present. Fixed 1 year savings 1.44%
Karina,5,Simple and easy!,Always have the best experience with Atom. Never have any issues and whenever I have questions it’s easy to contact them on the app. Their interest rate for savings is always pretty generous compared to others.
Louise Calver,5,Super impressed. Easy to set up and use App. The future of easy modern banking.,"Super impressed. Excellent! Really easy set up, very intuitive. App is easy to use. I wish every bank used the same format. Only thing I'd like extra would be to have separate pots for different savings."
David Kitchen,1,Atom bank gas been the right choice for…,"Atom bank gas been the right choice for me, over the last four years I have saved with them and I am very happy with the results.Saving rates have been low but atom are always slightly above the rest"
Mr Graham Foster,4,Easy to start an account and get funds at maturity,"Easy to start an account, withdraw at maturity and transfer funds to new account. Face recognition still catching up with that on the phone itself for ease of use."
MRS JANE PINKETT,5,Quite easy to open an account.,
Chris Shubotham,5,I've been a customer for some time now…,"I've been a customer for some time now and have had a number of fixed saver accounts. I've found their rates very competitive, easy to open and kept informed regarding maturity options.The fact that monies have to be withdrawn to your nominated account provide some reassurance with regards to security."
BS,5,Easy to navigate,Easy to navigate. If you need to contact Atom always helpful.
Jason,5,Superb,"Superb, everything was super easy and slick to set up. The app is great and very use friendly as well as looking very professional. I was a bit apprehensive about it at first but soon relaxed when it all went so well"
marcellus strangeway,5,All seems good,"All seems good. Opening the account was easy, find trbafers in abs out take seconds. Rates seem very good abs the app is clear and easy to read."
ALex,5,Fixed term savings,"Atom bank is really easy to access on my phone, kept well informed at end of fixed savings account. easy to roll over into a new savings account and very competitive savings rates"
Keith Sivyour,4,Very easy to set up and access.,Very easy to set up and access.Only reason it's not 4 stars is that original attempts to transfer money to Atom is not so straight forward and that's only because it's not recognized by my existing current account.
Lynda,5,Online banking that could not be easier. Highly recommend it,Online banking that could not be easier
Russell Ellis,5,Easy to use app,"Easy to use app, good rates on accounts. Like the app only choice.  Face recognition works well on my S20."
Adrian,5,So far so good I’ve always been…,So far so good I’ve always been sceptical of transferring large sums of money over the internet but the rates are much better than the high street banks
Andrew Dickson,5,The “joining” process was simplified…,"The “joining” process was simplified and understandable. It was amazinglyl quick as a result. Yes, all the full compliance stuff is available but only the Regulator seems to be interested in reading that impossible load of jargon! Atom give you the actual bare bones of it, and it works.All the IT aids are incorporated in the application to make it go smoothly - and it does.The savings account I’ve signed up for also pays a relatively good interest rate.I’ll certainly be looking at other services this bank offers in the future."
Chris Mitchell,5,Good rates and simple and easy to deal…,Good rates and simple and easy to deal with!
IAN,5,Easy to open competitive rates,
paul,5,Well designed app.,Very easy access to a well designed app. Smooth guidance in setting up and good rate obtained for a fixed rate saver.
Raymond Frost,5,Simple to use app,Good interest ratesVery easy to access Nicely presented They don’t pester
Elisabeth Nunn,5,Safe  secure and speedy,"I have had accounts with Atom for a while now and am very pleased with the ease of opening the accounts, the way you receive emails and texts every step of the way and also how quickly the funds can be withdrawn."
Timothy Margetts,5,Great to deal with quick and easy…,Great to deal with quick and easy understand the instructions you'll have no problems
Emily Knevett,5,I opened up a 2 year fixed interest…,"I opened up a 2 year fixed interest savings account. The rate was very competitive, and the account was extremely simple to set up and get going. Love the app as well. Would definitely recommend"
Barry Crook - Preston,5,Simple to open the online account,
Steve Cullen,5,Atom but not small on efficiency,"Atom are an online Bank,Dealing with them is quick and easy even for an oap,Responses are swift and positive, I would recommend this bank to anyone"
David Carter,5,This is my first time using an online…,"This is my first time using an online bank. I have some reservations which is why I have only made a small deposit to start with. As my confidence grows I will deposit larger amounts. The process of setting up the account was though, very simple and smooth."
Louise Verrall,5,Great experience with Atom,Great experience with Atom. Communication is clear & action prompt. Very happy to save with them
HL,5,Very happy with Atom Bank,"Very happy with Atom Bank - good rates of interest, good communications and easy to set up accounts."
Roderick O'reilly,5,Clear and simple,I have found using my Atom saving account clear and simple:  I can see what interest my 1 year fixed savings will earn and the process of reinvesting is straightforward. I would recommend Atom.
C McGill,5,Very efficient and easy to use.,
M Collard,5,Keep an eye on this one.,I have used this company on several occasions and referred family to as they have good interest rates.  Their customers service has also been very helpful and replies are prompt.
Stratford,5,I find finance very easy to manage on…,"I find finance very easy to manage on the Atom site and, if there is a problem, you can always speak to someone who will help.  I have been saving with Atom for quite some time now and am very pleased"
Philip  Clare,5,Very easy to use with several security…,Very easy to use with several security options when logging in. Good communications from them. Faultless
Elke Hamilton,5,Love Atom,"Great app, easy to understand and negotiate. When I had occasion to call customer service, I was impressed with the helpful and friendly staff  good place to keep your money safe."
Boota Singh,5,Great easy join.,Great easy joining process.
Mr John Robson,4,Convenient,"Convenient, easily set up a savings account. This is flexible, offered a better rate than I had seen elsewhere. Most importantly, I can easily manage the account any time using the linked current account."
Andrew,4,Good rates,"Good rates, a slightly irritating platform (perhaps I'm just older than their target demographic!)"
Robert Sargeant,5,Really good,"Really good, quick and efficient service allowing peace of mind"
Aline,4,Very easy to safely manage on line,"Very easy to safely manage on line, with instant results."
Gerard Fairclough,4,Great bank and service would recommend…,Great bank and service would recommend to friends and family
ROMA Ford,5,Atom helped me,"I am of a certain age and although I have worked with technology over the years I can’t always remember some of the more advanced technology, especially how Atom works. They are up to date with their care of their customers making sure that accounts are difficult to hack. I had not accessed my account for a while but there was not need to worry. I had the most lovely assistant, she was so patient and helped me all the way through to been able to log in. It was at that point I remembered how easy it was!!! A lovely bank, I have invested with them again. I have total peace of mind that my money is well looked after.   Thank you Atom"
Wendy Brown,5,Very easy to set up and understand,"Very easy to set up and understand, the app explains everything you need to know, there is an online chat also in case you need anything clarifying, quick to respond and explain anything you are unsure of."
denise lee,5,Highly Recommend,Simple app.  Really easy to use and great customer service
KATE PERCIVAL,5,Easy APP,I have had fixed savers with Atom for a few years now and I also have an Instant Saver. Very easy to use on the App. Competitive rates of interest for ease of use.
Andrew Hopkinson,4,"Was pretty easy to open,","Was pretty easy to open,but used this bank two years ago,opened account ok but on maturity,could not do they said my phone was out of date with upgrades,so had to phone to withdraw my maturity,but apart from that a decent bank,with around the topish rates"
Lee Eyre,5,So far everything is perfect  thanks,
Jamie McG,5,No fuss set up for a savings account,No fuss set up for a savings accountExcellent
Customer,5,Great bank,"Straightforward, easy and secure banking. The app is easy to use too. Great bank"
Sheila Butler,5,I was so anxious about changing to any…,I was so anxious about changing to any other account than the saving Account & well known Bank I had been banking with for so many years. Particularly as it was a joint account for many years & sadly My banking a account is all My own decision now with help from family. ATOM made it so very easy to transfer my account. Step my step it was as easy as ABC with helpful comments. Many thanks.
Millie,4,Saving,I’ve only just started using it as wanting to start properly saving and knowing that this gives me interest monthly makes me content and happy knowing that it’ll help me save well.
Peter Owen,3,Easy Setup of online account,"Easy to set up an account online, with a 75% interest, however this will depend on whether Atom increases there interest as others are doing.Otherwise easy to transfer to better paying interest rates."
Michael Manford,5,Easy to setup new account and has lots…,Easy to setup new account and has lots of security features
Joan Masterson,5,All the staff were really helpful on my…,All the staff were really helpful on my reinvestment thankyou
LadyM,5,Great bank,Very easy to open an account with Atom bank. User friendly site and great feedback
Gail Caddy,5,Excellent service very pleased thank…,Excellent service very pleased thank you very much. It was so easy opening up an account with you.
Jacqueline Paul,5,Great job done good reviews nice n easy…,Great job done good reviews nice n easy setting up account.
Martin Hookey,5,The whole process over the last 2 years…,"The whole process over the last 2 years has been easy due to the App and the very, very good customer service.  Rates have been good which is of course so very important."
Colin Armishaw,5,Relatively easy to set up new account,
Alan42,4,Very easy to set up. Good communication process.,Very easy to set up. Good functionality of the app on my phone. Only issue that prevents awarding a 5 star review is that face identification more often than not doesn't work. So then have to use alternative methods. Getting through to customer services is very straightforward. No hanging on the phone for ever waiting to speak to someone. Advisors are helpful and knowledgeable.
mrs g brooks,5,Excellent service via the app,
Mr James  Pickering,5,Atom bank is so simple to use,"Atom bank is so simple to use, it is also safe to use which makes me feel comfortable when opening the app, not to mention the good rates of interest they afford you.Really recommend this bank to anyone who is concerned about internet banking."
James Hampton,5,Super simple to use,Super simple to use. No delay in transferring funds in and out. Excellent interest rate.
Samuel Taylor,5,"Great selection of Fixed Rate Savers, recommend to anyone!",Great selection of Fixed Rate Savers and Flexible Savers that have kept my money growing and safe.
William Bridges,5,Excellent service,"Excellent service, easy login and well kept up to date on my account and services."
Fredrick Luhmann,5,VERY EASY TO OPEN AND RUN ACCOUNT,
Mr Alan King,4,Opening a Fixed Term Account,"I found he procedure of opening an account on-line, as straightforward as I had hoped, as a very nearly ""Octagenarian"".   All round, an easy, non stressful experience."
Roger Cook,5,Gaing Reassurance in a Difficult Market.,"I needed a slot for depositing some cash, as my existing bank is pretty useless in terms of interest rates. I found the signing up/acceptance process a little onerous, but I guess that in these current times that is to be expected. Having sad that, the actual process of depositing funds was very quick and easy. So far quite impressed."
Jules,5,"Easy to use app, great interest rates.","I’m a bit old school, but this banking app was easy to use and interest rates are great."
Ian,5,I chose to use the easy access savings…,"I chose to use the easy access savings account with Atom for several reasons: a/ the ease of logging in to the app; b/ the speed that payments from my ""normal"" bank were received into Atom; and especially vica versa; c/ the competitive interest rate - frequently competitive too."
William Harper,5,Easy to deal with and always good…,Easy to deal with and always good interest rates. Great service.
MRS D BURTON,5,Notified my savings were due out in…,Notified my savings were due out in good time. I re saved them with Atom bank as they offered the best rate.
Alan,5,Opening an Account,It was very easy to roll one completed cycle forward into a new one and add extra funds in as well.
Abi,5,Banking by app done properly,"Really easy to use (unlike many other banks trying to switch to banking on their new apps and making life extremely difficult for customers because they dont know what they're doing.) No issues at all, very straightforward, banking by app done properly."
Mrs Jones,5,Brilliant App Bank,Very easy to use and professional App. Great interest rates too!
Mrs Hutchinson,5,Excellent customer service,Excellent customer service when needed and a straight forward product to access and use.
Mr Kirby,5,Easy,Easy to open. Good rate of interest.
Carol Hayward,5,Absolutely brilliant,Absolutely brilliant - fabulous app - very easy to use  - took 5 mins to set up my new account. Love this bank. Great customer service too.
A O'Grady,5,Opening the account was easy and…,Opening the account was easy and convenient.
Pleased of Derby,4,Very quick,"Very quick, simple and safe application process."
Pauline,4,Account money transfers,My fixed savings account came to an end.I wanted to put some of it into a new fixed saver and the rest into an instant access account.This unfortunately involves transferring money out of Atom bank from one account and then transferring it in again to the other account.Why can you not transfer money within Atom Bank between accounts?
Neil Kerridge,5,Very easy to sign up and a very easy…,Very easy to sign up and a very easy app to navigate
Jeffery Lovejoy,5,The Atom app was very user friendly…,The Atom app was very user friendly took only minutes to open anAccount for a fix rate bond.I had to phone once they were very helpful.
EMT,4,Easy saving with Atom Bank,Very easy to set up the account on my phone and customer services really helpful when I rang them with a query.
John of Ipswich,5,Have had a couple of accounts with…,"Have had a couple of accounts with Atom, an easy access one and more recently a fixed term one. I've been pleased with the interest rates on the whole, certainly a lot better than offered by the provider of my current account.  I was a bit nervous about the app-only access to my accounts at first, but it hasn't been a problem at all."
stephen coxon,5,"Terms and conditions very clear,it was…","Terms and conditions very clear,it was so easy to open my account"
Irene Hunter,5,Looking for a new savings product,Looking for a new product for our savings and Atom was one of the ones we considered as being online so this is why we went with them.  Everything was straightforward even doing the online security set up as this is where some people would struggle but this was okay for us as older people to manage.
H C,5,Really straightforward,Really easy to open an account with the app and this is the first time I’ve opened an online account. Rates are good and the customer service team is friendly and helpful.
JoeE,5,Easy to use app,Very easy to open my account via the app and very straight forward verification process using facial recognition.
Mrs Marilyn  Hart,5,Found it easy to open the a/c,"Found it easy to open the a/c. No problems, unlike else. Very helpful."
Geoff,5,Very easy to join seems secure…,"Very easy to join seems secure reasonable savings rates ,user frendly to operate ."
Mrs H Partridge,5,Very quick and easy to set up an…,Very quick and easy to set up an account in the App.
Paul Scott,5,Love the app,Love the app. So easy to access my accounts. Easy to set up and open new accounts.
Sue Evans,5,"Great bank- reliable, super service","Great bank.  Easy to use app, very clear info about account and quick to click details.  Interest rates very competitive.  Service friendly and prompt if you need it."
Des French,5,Very easy process for opening an…,Very easy process for opening an account and using app. Also good savings rate.
CAP,5,The app is easy to use and gives a…,The app is easy to use and gives a reassuring level of security.  I have reinvested with Atom several times as the interest rates of their products usually compares well to the rest of the market
Colin Rowell,5,Hassle free,"Hassle free, easy to work with and communicate well"
Peter,5,Easy to use,Very easy to set up and transfers are very prompt. Interest rates are very competitive.
Alistair Wilson,5,All good so far,All good so far. Account opened and money deposited very easily
Paul Edmondson,5,Very easy and quick to open with a good…,Very easy and quick to open with a good interest rate offered. The app works very well.
Charlie73,5,Great Banking App and so easy to register and transfer funds,"Great App and easy to register! my only issue with registration was the photo identity which is required as part of the security checks - good daylight is needed for your photo security to work easily,  That aside, an easy and secure sign up.  Atom also give you a warning about transferring funds from another bank which you would hope would get easier once you have registered Atom's details to receive funds from another bank account.  My bank referred my first 2 transfers to Atom to their fraud team who were quite slow in contacting me about my transfers to Atom, but this was very comforting in a way,  It is so easy to use this App and you see all your transactions easily and transfer funds back to the account used to transfer your funds initially.  One of the best rates for an easy access savings accounts and interest is paid monthly.  I would happily recommend Atom bank to others based on my experience with Atom to date.     Atom bank deserve their excellent customer service reviews!"
na,5,so good,"so easy, simple and quick. good interest rate and very simple to set up"
Kathryn Edwards,5,Some of the best interest rates and so…,Some of the best interest rates and so easy to open an account via the app.
John Harrison,5,Been with them for a few years and no…,Been with them for a few years and no problems.
Kevin Callaghan,5,Easy to set up,Easy to set up. No issues so far.
Mrs Liz Robinson,5,Really easy use to use App,Really easy use to use App. Excellent and competitive rates. All extremely efficient.
Miller,5,Have been using Atom for quite a while…,Have been using Atom for quite a while now. Normally fixed savings accounts but recently an easy access account. Setting this up was easy as all my previous information was there to enable it quickly.
BRIAN Hickman,5,Highly recommended,"Highly recommended, easy to use and quick response"
L. Dure,5,Have used Atom Bank for a few years,Have used Atom Bank for a few years. Never had any problems. Easy procedures. Helpful website/app.
Melanie,5,Very quick and easy to open my account…,"Very quick and easy to open my account on the app.  I am no expert with my phone or any tech but it was a very simple process with clear, easy to follow instructions."
Gerard Knox,4,Easy to set up and use,
P Swyny,5,Very easy to use App,Very easy to use App. Knowledgeable staff who are also very friendly. And great savings rates.
Colin M,5,Fuss free savings account,I’ve been using Atom for a few years now and it’s all been very straightforward so far. Rates are so low for savers but they are regularly among the best. Keep the app updated and it should be plain sailing… I used their tech support once and the issue was resolved straight away
Jill Neville,5,East account to set up and manage,Easy account to set up and manage. Online only works with my lifestyle. Good rates of interest.
Chandrika Patel,5,Easy to use the app and straight…,Easy to use the app and straight forward.
Clockwinder,5,A quick fix,"I needed to open an instant savings account that would at least give me a recognisable interest rate as opposed to the 0.01% from my daily bank. The Atom App was instant, easy to load and operate and I had my funds transferred and earning interest that very evening. What more could one ask?"
Gillmac22,5,Easy to open account and get app,Easy to open account and get app.   Like that can check balance easily
Mr Chant,5,Easy to set up and use,Easy to set up and transactions enacted swiftly.
Sheila and thanks for your order,5,Very easy account to use,Very easy account to use. At the moment has a good interest rate. When it is no longer competitive just move your money out.
Daryl,5,Great interest rates and very easy to…,Great interest rates and very easy to set up on the mobile.
Matt N,5,Great App & rates,Great App & rates. Easy to chat online if there are any concerns - helpful & professional. Market leader in terms of best rates. Trusted brand. A+++
Mr Gary Dewhirst,5,Great bank,Easy app to use and very secure. Good rates on all their products. Kept up to date with everything. Would recommend
Tracy Newell,3,Should be able to add funds from any account,"Idea is good but should be able to add funds from any account not just one. Very restrictive - so much so, I'm looking at other companies"
Steve,5,Very quick to open an instant access account,"Very quick to open an instant access account on the app, offering an impressive 0.75% interest."
Jo,5,Very easy to set up and use.,
julie belsom,5,Atom banking,Been with Atom for over 3yrs now-have a fixed saver and an instant saver. Very happy with the service  and interest rates I receive. App works great and I can access anytime. Also customer service by phone easy and efficient. Simple banking!
Peter Buffey,5,Easy to open account  and very efficient,
